id|title|link|price|description|condition|gtin|brand|mpn|image_link|product_type|availability|quantity|shipping|shipping_weight|google_product_category|adwords_grouping|adwords_labels|gender|age_group|color|size|item_group_id|sale_price|adwords_redirect|identifier_exists|sale_price_effective_date|tax|custom_label_0|custom_label_1|custom_label_2|custom_label_3|custom_label_4|adult|promotion_id|shipping_length|shipping_width|shipping_height|shipping_label
12531155_ES|Batería original Sony Xperia Sola MT27i|https://www.maxmovil.com/es/bateria-original-sony-xperia-sola-mt27i.html|18.00|Alarga la vida de tu móvil renovando la batería por una nueva y totalmente original. Batería original sony 1253-1155 perfecta para el Sony Xperia Sola MT27i|new|4894262038835|Sony Ericsson|MPN_12531155_ES|https://www.maxmovil.com/media/catalog/product/1/2/12531155.jpg|Accesorios > Baterías|in stock|1|ES:::0|0.05||Accesorios > Baterías|12531155_ES|unisex|adult||||8.47|https://tag.shopping-feed.com/v3/redirect/product/8b7378dc1c1348e75102c074dfbd937947b49848|||ES::0:||Menos de 1500 mAh|||Accesorios||||||
176462_ES|Cargador de coche para iPod y iPhone (2G/3G/3GS/4/4S)|https://www.maxmovil.com/es/griffin-powerjolt-reserve-176462.html|24.00|Amplíe su navegación, conversaciones y tiempo operativo con Griffin PowerJolt Reserve. Al mismo tiempo que estés cargando la batería interna del reproductor o móvil, podrás cargar la batería de reserva extraíble. Es como tener el doble de batería cada vez que lo cargues.|new|5013742150129|Otras|MPN_176462_ES|https://www.maxmovil.com/media/catalog/product/1/7/176462_176462_1_3.jpg|Accesorios > Cargadores|in stock|4|ES:::0|0.05||Accesorios > Cargadores|176462_ES|unisex|adult|Negro|||7.26|https://tag.shopping-feed.com/v3/redirect/product/b58e9e348f3437d6a1d2a9ab9709c37f8ccf7540|||ES::0:|||||Accesorios||||||
5015_ES|Siemens Euroset 5015 Gris Oscuro|https://www.maxmovil.com/es/siemens-euroset-5015-gris-oscuro.html|44.00|Nueva gama Euroset: teléfono con pantalla numérica y manos libres • Pantalla numérica: 20 caracteres• Manos libres• 32 teclas de marcación directa (2 por tecla)• Rellamada de los 5 últimos números marcados|new|0999123139800|Siemens|MPN_5015_ES|https://www.maxmovil.com/media/catalog/product/5/0/5015_euroset5015.jpg|Telefonía Fija > Sobremesa|in stock|1|ES:::0|0.5||Telefonía Fija > Sobremesa|5015_ES|unisex|adult|||||https://tag.shopping-feed.com/v3/redirect/product/fe29c485316121e187f0dbda3c594cab5ac14929|||ES::0:|||||Telefonía fija||||||
7752872_ES|Funda Otterbox Defender Negra para iPad Pro 12,9"|https://www.maxmovil.com/es/funda-otterbox-defender-negra-para-ipad-pro-12-9.html|50.00|Funda Otterbox Defender Negra para iPad Pro 12,9"La Otterbox Defender es una funda súper resistente para el iPad Pro de 12,9". Protege tu tablet por delante y por detrás, ajustándose perfectamente a este modelo. Además, puedes utilizar esta funda como soporte para reclinar el iPad tanto en posición horizontal como vertical. De esta manera, puedes leer, ver vídeos o navegar cómodamente con el mejor ángulo de lectura.|new|0660543390855|Otras|MPN_7752872_ES|https://www.maxmovil.com/media/catalog/product/f/u/funda_otterbox_ipad_pro_12.9_negra.jpg|Tablets > Accesorios > Fundas|in stock|2|ES:::0|0.05||Tablets > Accesorios > Fundas|7752872_ES|unisex|adult|Blanco||||https://tag.shopping-feed.com/v3/redirect/product/927a5e6d6c49ae32c8ac2d25f92a8d0d0446b5ad|||ES::0:|||||Accesorios||||||
7753984_ES|Funda Symmetry Etui Azul para iPhone 7|https://www.maxmovil.com/es/funda-symmetry-etui-azul-para-iphone-7.html|20.00|Funda Symmetry Etui Azul para iPhone 7|new|5060475900019|Otras|MPN_7753984_ES|https://www.maxmovil.com/media/catalog/product/f/u/funda_otterbox_symmetry_etui_azul_iphone_7.jpg|Accesorios > Fundas > Fundas con tapa|in stock|10|ES:::0|0.05||Accesorios > Fundas > Fundas con tapa|7753984_ES|unisex|adult|Azul||||https://tag.shopping-feed.com/v3/redirect/product/a71d00a7511261fc052be3dfddb27b1beeb7732c|||ES::0:|||||Accesorios||||||
7754282_ES|Funda LifeProof Nüüd Morada para iPhone 7|https://www.maxmovil.com/es/capa-lifeproof-nuud-purple-para-iphone-7.html|40.00|Funda LifeProof Nüüd Morada para iPhone 7|new|0660543406419|Otras|MPN_7754282_ES|https://www.maxmovil.com/media/catalog/product/f/u/funda_lifeproof_iphone_7.jpg|Accesorios > Fundas > Fundas con tapa|in stock|10|ES:::0|0.05||Accesorios > Fundas > Fundas con tapa|7754282_ES|unisex|adult|Violeta||||https://tag.shopping-feed.com/v3/redirect/product/f1f27e134daa98b9d6803078aa86973b071dc3a1|||ES::0:|||||Accesorios||||||
7754512_ES|Funda Otterbox Achiever Negra para Huawei P9|https://www.maxmovil.com/es/funda-otterbox-achiever-negra-para-huawei-p9.html|15.00|Funda Otterbox Achiever Negra para Huawei P9|new|0660543409069|Otras|MPN_7754512_ES|https://www.maxmovil.com/media/catalog/product/f/u/funda_huawei_p9_rugerizada.jpg|Accesorios > Fundas > Fundas rígidas|in stock|7|ES:::0|0.05||Accesorios > Fundas > Fundas rígidas|7754512_ES|unisex|adult|Negro||||https://tag.shopping-feed.com/v3/redirect/product/4afa071926343fa1608a1cb158050ec7248abbf6|||ES::0:|||||Accesorios||||||
A1066DSB_ES|Alcatel 1066D Negro Dual SIM|https://www.maxmovil.com/es/alcatel-1066d-negro-dual-sim.html|19.00|Alcatel 1066DEl Alcatel 1066D es un teléfono móvil simple, con las funciones básicas de toda la vida. Llamar, enviar SMS, reproducir la radio FM, programar la alarma, hacer fotos y vídeos con una cámara funcional, etc. Este terminal es fácil de utilizar.Por otro lado, el Alcatel 1066D es ligero y de dimensiones reducidas, con una pantalla de 1,8 pulgadas y teclado numérico físico. Admite una tarjeta micro SD de hasta 32 GB para ampliar su almacenamiento interno.Idiomas disponibles: español.|new|4894461747743|Alcatel|MPN_A1066DSB_ES|https://www.maxmovil.com/media/catalog/product/c/o/comprar_alcatel_1066d_negro.jpg|Móviles clásicos|in stock|3|ES:::0|0.5||Móviles clásicos|A1066DSB_ES|unisex|adult|Negro|||17.55|https://tag.shopping-feed.com/v3/redirect/product/8867d9f72cb37972f84a3342fa022cda4785b71d|||ES::0:|4 MB|Menos de 1500 mAh|Hasta 4"||Móviles libres||||||
A1066DSW_ES|Alcatel 1066D Blanco Dual SIM|https://www.maxmovil.com/es/alcatel-1066d-blanco-dual-sim.html|19.00|Alcatel 1066DEl Alcatel 1066D es un teléfono móvil simple, con las funciones básicas de toda la vida. Llamar, enviar SMS, reproducir la radio FM, programar la alarma, hacer fotos y vídeos con una cámara funcional, etc. Este terminal es fácil de utilizar.Por otro lado, el Alcatel 1066D es ligero y de dimensiones reducidas, con una pantalla de 1,8 pulgadas y teclado numérico físico. Admite una tarjeta micro SD de hasta 32 GB para ampliar su almacenamiento interno.Idiomas disponibles: español e inglés.|new|4894461747750|Alcatel|MPN_A1066DSW_ES|https://www.maxmovil.com/media/catalog/product/a/l/alcatel_1066d_blanco.jpg|Móviles clásicos|in stock|10|ES:::0|0.5||Móviles clásicos|A1066DSW_ES|unisex|adult|Blanco|||17.41|https://tag.shopping-feed.com/v3/redirect/product/41ae2b544ab313c6e1bb46c348522393170d5526|||ES::0:|4 MB|Menos de 1500 mAh|Hasta 4"||Móviles libres||||||
A3026XMG_ES|Alcatel 3026X Gris Single SIM|https://www.maxmovil.com/es/alcatel-3026x-cinzento-unico-sim.html|49.00|Alcatel 3026X, un móvil clásico para mayoresEl Alcatel 3026X es un teléfono móvil concebido para las personas de edad avanzada. Cuenta con una pantalla a color de 2,8 pulgadas y un teclado ergonómico tradicional. El formato de móvil con tapa previene pulsar botones por error y evita problemas con el desbloqueo del terminal.Además, este modelo de Alcatel incorpora un botón SOS para emergencias. Está ubicado en la parte superior trasera y al pulsarlo el teléfono llama automáticamente al primer contacto de emergencia. Si no hay respuesta, se le envía un mensaje SMS y pasa a llamar al siguiente contacto. El Alcatel 3026X puede almacenar hasta 10 contactos SOS.Siguiendo con la filosofía de simplificar las cosas, este teléfono Alcatel se carga en una cómoda base que viene incluida. De esta manera se ahorran preocupaciones por los cables y cargadores. La interfaz del móvil está simplificada, con pantallas de un solo icono para evitar confusiones.Por otro lado, es compatible con audífonos M4/T4, lo que lo hace perfecto para personas con problemas de audición. Otras funciones interesantes son su conectividad 3G, radio FM, Bluetooth 2.1 o la linterna.|new|4894461780948|Alcatel|MPN_A3026XMG_ES|https://www.maxmovil.com/media/catalog/product/a/l/alcatel-3026x-gris-libre.jpg|Móviles clásicos|in stock|5|ES:::0|0.5||Móviles clásicos|A3026XMG_ES|unisex|adult|Gris||||https://tag.shopping-feed.com/v3/redirect/product/3441965f41e305eb639d38f49811110fcbe83188|||ES::0:|128 MB|Menos de 1500 mAh|Hasta 4"||Móviles libres||||||
A3026XMS_ES|Alcatel 3026X Plata Single SIM|https://www.maxmovil.com/es/alcatel-3026x-plata-single-sim.html|49.00|Alcatel 3026X, un móvil clásico para mayoresEl Alcatel 3026X es un teléfono móvil concebido para las personas de edad avanzada. Cuenta con una pantalla a color de 2,8 pulgadas y un teclado ergonómico tradicional. El formato de móvil con tapa previene pulsar botones por error y evita problemas con el desbloqueo del terminal.Además, este modelo de Alcatel incorpora un botón SOS para emergencias. Está ubicado en la parte superior trasera y al pulsarlo el teléfono llama automáticamente al primer contacto de emergencia. Si no hay respuesta, se le envía un mensaje SMS y pasa a llamar al siguiente contacto. El Alcatel 3026X puede almacenar hasta 10 contactos SOS.Siguiendo con la filosofía de simplificar las cosas, este teléfono Alcatel se carga en una cómoda base que viene incluida. De esta manera se ahorran preocupaciones por los cables y cargadores. La interfaz del móvil está simplificada, con pantallas de un solo icono para evitar confusiones.Por otro lado, es compatible con audífonos M4/T4, lo que lo hace perfecto para personas con problemas de audición. Otras funciones interesantes son su conectividad 3G, radio FM, Bluetooth 2.1 o la linterna.|new|4894461780955|Alcatel|MPN_A3026XMS_ES|https://www.maxmovil.com/media/catalog/product/a/l/alcatel-3026x-plata.jpg|Móviles clásicos|in stock|5|ES:::0|0.5||Móviles clásicos|A3026XMS_ES|unisex|adult|Gris Plata||||https://tag.shopping-feed.com/v3/redirect/product/3adacff5bfb182af8a5e4a663efcde4e9bea7bb9|||ES::0:|128 MB|Menos de 1500 mAh|Hasta 4"||Móviles libres||||||
A5026DDSB_ES|Alcatel 3C 1GB/16GB Negro Dual SIM 5026D|https://www.maxmovil.com/es/alcatel-3c-1gb-16gb-negro-dual-sim.html|99.00|Alcatel 3C: amplía tu visión con su pantalla de 6"Los amantes de las pantallas grandes encontrarán en el Alcatel 3C una buena oportunidad. Se trata de un smartphone con pantalla de 6 pulgadas y formato 18:9. Sus marcos laterales son muy reducidos, y el diseño está estilizado para que mejorar la ergonomía sin importar sus generosas dimensiones. En la parte posterior se puede apreciar un sofisticiado acabado en detalle radial.Otras características interesantes de este móvil con 3G son sus cámaras de 13 y 8 megapíxeles, ambas con flash. El lector de huellas, por su parte, mantiene tus datos personales y confidenciales a buen recaudo. Sólo tú puedes acceder a tu teléfono.|new|4894461751337|Alcatel|MPN_A5026DDSB_ES|https://www.maxmovil.com/media/catalog/product/c/o/comprar_alcatel_3c_negro.jpg|Smartphone|in stock|3|ES:::0|0.5||Smartphone|A5026DDSB_ES|unisex|adult|Azul|||93.65|https://tag.shopping-feed.com/v3/redirect/product/095c28ca7c2ce39edcd97afa7ca0413fe3170b38|||ES::0:|16 GB|De 2501 a 3000 mAh|de 5,6 a 6"||Móviles libres||||||
AAEP402FBE_ES|Auriculares estéreo para Samsung AAEP402FBE|https://www.maxmovil.com/es/auriculares-estereo-para-samsung-aaep402fbe.html|2.00|-|new|8714545300823|Otras|MPN_AAEP402FBE_ES|https://www.maxmovil.com/media/catalog/product/s/a/samsung_aaep402sbe_1_.jpg|Con cable|in stock|9|ES:::0|0.05||Con cable|AAEP402FBE_ES|unisex|adult|Negro||||https://tag.shopping-feed.com/v3/redirect/product/0e0f1dba0108b0f11071a9749e9fbc4fce9c5a18|||ES::0:|||||Accesorios||||||
AAETSSSXBEJSTD_ES|Multiadaptador Samsung AAETSSSXBE|https://www.maxmovil.com/es/multiadaptador-samsung-aaetsssxbe.html|9.00|Con este adaptador puede conectar sus auriculares estándar de 3,5 mm a tu Samsung. O cargar el teléfono mientras escuchas tu música|new|8808993186686|Samsung|MPN_AAETSSSXBEJSTD_ES|https://www.maxmovil.com/media/catalog/product/a/a/aaetsssxbejstd_aaetsssxbejstd_2.jpg|Accesorios > Conectividad|in stock|2|ES:::0|0.05||Accesorios > Conectividad|AAETSSSXBEJSTD_ES|unisex|adult||||3.63|https://tag.shopping-feed.com/v3/redirect/product/dd899d7d5d82ab8982bf7dcd16344be2a85d61d4|||ES::0:|||||Accesorios||||||
AASBL_ES|Auriculares deportivos SBS Runway Ghost con manos libres Azul|https://www.maxmovil.com/es/sbs-runway-ghost-sports-fones-de-ouvido-com-azul-m-os-livres.html|12.00|SBS Runway GhostLos SBS Runway Ghost son unos auriculares in ear con micrófono integrado y botón para contestar y colgar llamadas. Por su diseño, estos auriculares con cable son cómodos y permanecen fijos en la oreja mientras realizas actividad física. El producto incluye una bolsa para guardar los auriculares.|new|8018417213298|Otras|MPN_AASBL_ES|https://www.maxmovil.com/media/catalog/product/a/u/auriculares_deportivas_runway_ghost.jpg|Con cable|in stock|10|ES:::0|0.05||Con cable|AASBL_ES|unisex|adult|Azul|||7.26|https://tag.shopping-feed.com/v3/redirect/product/685122c5d20f7a879447025d004cca80a2d659e1|||ES::0:|||||Accesorios||||||
AATCS10CBECSTD_ES|Cable de TV Samsung Original ATCS10CBE|https://www.maxmovil.com/es/cable-de-tv-samsung-original-atcs10cbe.html|15.00|Mira vídeos, juegos, películas, fotos, imágenes y mucho más en tu TV gracias a este cable de televisión.|new|0999123205147|Samsung|MPN_AATCS10CBECSTD_ES|https://www.maxmovil.com/media/catalog/product/a/a/aatcs10cbecstd.jpg|Accesorios > Conectividad|in stock|5|ES:::0|0.05||Accesorios > Conectividad|AATCS10CBECSTD_ES|unisex|adult||||6.79|https://tag.shopping-feed.com/v3/redirect/product/8f6bea688160db52047950fe3e89299ec3c1793e|||ES::0:|||||Accesorios||||||
AB403450B_ES|Batería original Samsung AB403450BA|https://www.maxmovil.com/es/bateria-original-samsung-ab403450ba.html|17.00|Batería original de litio para tu teléfono Samsung SGH-E590, GT-S3500, GT-S3550 Shark3, GT-E2510, GT-M3510, GT-E2550 Monte.|new|4250318690646|Samsung|MPN_AB403450B_ES|https://www.maxmovil.com/media/catalog/product/a/b/ab403450b_ab403450b.jpg|Accesorios > Baterías|in stock|2|ES:::0|0.05||Accesorios > Baterías|AB403450B_ES|unisex|adult||||16.94|https://tag.shopping-feed.com/v3/redirect/product/e95b143c6e6d27e9b7571b1a7c19daafeebd88c2|||ES::0:|||||Accesorios||||||
AB463651BEC_ES|Batería Original Samsung AB463651BU|https://www.maxmovil.com/es/bateria-original-samsung-ab463651bu.html|18.00|Batería Original Samsung AB463651BEC, AB463651BU Para Emporio Armani Samsung, B3410, B5310 Corby PRO, C3060, C3510 Corby Pop, M7500, M7600 (BEAT DJ), S5550 Shark2, S5560 Marvel, S5600, S7070 Glamour Diva, S7220 (Ultra CLASSIC), F400, J800, L700, ZV60, S3650 Corby, C6112|new|4250760726368|Samsung|MPN_AB463651BEC_ES|https://www.maxmovil.com/media/catalog/product/a/b/ab463651bec_ab463651bec.jpg|Accesorios > Baterías|in stock|1|ES:::0|0.05||Accesorios > Baterías|AB463651BEC_ES|unisex|adult||||7.26|https://tag.shopping-feed.com/v3/redirect/product/147a78fac236a4620583e25b504d4bad92da3c85|||ES::0:|||||Accesorios||||||
AB503445CU_ES|Batería para Samsung P520 (AB503445CU)|https://www.maxmovil.com/es/bateria-para-samsung-p520-ab503445cu.html|12.00|Batería original de Samsung para el modelo P520. Con 880 mAh de capacidad.|new|2378448045405|Samsung|MPN_AB503445CU_ES|https://www.maxmovil.com/media/catalog/product/b/a/bater_a_para_samsung_p520.jpg|Accesorios > Baterías|in stock|2|ES:::0|0.05||Accesorios > Baterías|AB503445CU_ES|unisex|adult|||||https://tag.shopping-feed.com/v3/redirect/product/5d9e0bab2fed77d02974c71aa271bbf3eda79f5c|||ES::0:|||||Accesorios||||||
AB533640CU_ES|Bateria Samsung AB533640CU|https://www.maxmovil.com/es/bateria-samsung-ab533640cu.html|14.00|Con la batería Samsung AB533640CU llevarás siempre tu teléfono con el máximo de energía posible.Las baterías de repuesto son el complemento perfecto para estar siempre en contacto y no quedarte sin comunicación en los momentos más necesarios.|new|4250407278717|Samsung|MPN_AB533640CU_ES|https://www.maxmovil.com/media/catalog/product/a/b/ab533640cu_ab533640cu.jpg|Accesorios > Baterías|in stock|1|ES:::0|0.05||Accesorios > Baterías|AB533640CU_ES|unisex|adult||||13.31|https://tag.shopping-feed.com/v3/redirect/product/a7e483fc0236e26a3c733d853e5197c3c5aed68f|||ES::0:|||||Accesorios||||||
AB553446BU_ES|Batería original Samsung AB553446BU|https://www.maxmovil.com/es/bateria-original-samsung-ab553446bu.html|14.00|Batería original Samsung AB553446BU Li-Ion, 3.7V, 1000mAh de capacidad.|new|8808993376261|Samsung|MPN_AB553446BU_ES|https://www.maxmovil.com/media/catalog/product/a/b/ab553446bu_ab553446bu.jpg|Accesorios > Baterías|in stock|10|ES:::0|0.05||Accesorios > Baterías|AB553446BU_ES|unisex|adult||||4.84|https://tag.shopping-feed.com/v3/redirect/product/7730dbdce349c54828ddac78c52546222b062917|||ES::0:|||||Accesorios||||||
AB553850DE_ES|Batería Samsung AB553850DECSTD|https://www.maxmovil.com/es/bateria-samsung-ab553850decstd.html|30.00|Batería original Samsung AB553850DE con capacidad de 850 mAh y tecnología Li-Ion que aporta más durabilidad.|new|8808987684334|Samsung|MPN_AB553850DE_ES|https://www.maxmovil.com/media/catalog/product/a/b/ab553850de_ab553850de.jpg|Accesorios > Baterías|in stock|2|ES:::0|0.05||Accesorios > Baterías|AB553850DE_ES|unisex|adult||||18.15|https://tag.shopping-feed.com/v3/redirect/product/c4c3bb5d6c11f5d7f761def3a355d2e9e0d14450|||ES::0:|||||Accesorios||||||
AB553850DU_ES|Batería para Samsung D888 D880 D988 W599 W619 W629 (AB553850DU)|https://www.maxmovil.com/es/bateria-para-samsung-d888-d880-d988-w599-w619-w629-ab553850du.html|12.00|Batería original de Samsung para los modelos D888, D880, D988, W599, W619 y W629.|new||Samsung|MPN_AB553850DU_ES|https://www.maxmovil.com/media/catalog/product/b/a/bateria_samsung_ab553850du.jpg|Accesorios > Baterías|in stock|4|ES:::0|0.05||Accesorios > Baterías|AB553850DU_ES|unisex|adult|||||https://tag.shopping-feed.com/v3/redirect/product/c969c8b70573c6112569a2d67bd80b3c000e9db4|||ES::0:|||||Accesorios||||||
AB653850CECSTD_ES|Batería Samsung AB653850 Original|https://www.maxmovil.com/es/bateria-samsung-ab653850-original.html|19.00|Batería Samsung AB653850CECSTD OriginalCapacidad de 1.500 mAh para telefono Samsung i900 Omnia, Samsung Google Nexus S i9023|new|8808993389698|Samsung|MPN_AB653850CECSTD_ES|https://www.maxmovil.com/media/catalog/product/a/b/ab653850cecstd_ab653850cecstd.jpg|Accesorios > Baterías|in stock|4|ES:::0|0.05||Accesorios > Baterías|AB653850CECSTD_ES|unisex|adult||||7.26|https://tag.shopping-feed.com/v3/redirect/product/a0c18b62b7d6fb4bc8e920bd4f9d677b3a68aaed|||ES::0:|||||Accesorios||||||
AB663450CEC_ES|Bateria Original Samsung I600 AB663450CE|https://www.maxmovil.com/es/bateria-original-samsung-i600-ab663450ce.html|15.00|Batería Li-Ion Original de SamsungCompatible con los modelos I600|new|1000000025200|Samsung|MPN_AB663450CEC_ES|https://www.maxmovil.com/media/catalog/product/a/b/ab663450cec_ab663450cec.jpg|Accesorios > Baterías|in stock|2|ES:::0|0.05||Accesorios > Baterías|AB663450CEC_ES|unisex|adult||||13.31|https://tag.shopping-feed.com/v3/redirect/product/13e745e10ba453e77d6b71419abad98261eafa2d|||ES::0:|||||Accesorios||||||
AB823450CU_ES|Batería para Samsung Galaxy Omnia Pro (AB823450CU)|https://www.maxmovil.com/es/bateria-para-samsung-galaxy-omnia-pro-ab823450cu.html|12.00|Batería original de Samsung para el Galaxy Omnia Pro. Con 1480 mAh de capacidad.|new||Samsung|MPN_AB823450CU_ES|https://www.maxmovil.com/media/catalog/product/b/a/bateria_samsung_omnia_pro.jpg|Accesorios > Baterías|in stock|2|ES:::0|0.05||Accesorios > Baterías|AB823450CU_ES|unisex|adult|||||https://tag.shopping-feed.com/v3/redirect/product/67a0657c2b3c6a0d4eab0b10a46bcba229b12a2d|||ES::0:|||||Accesorios||||||
AC-5E_ES|Cargador de viaje compacto AC-5E|https://www.maxmovil.com/es/cargador-de-viaje-compacto-ac-5e.html|10.00|Proporciona alimentación a tu móvil para afrontar el día a día con la máxima capacidad de la batería. El Nokia AC-5E es un cargador compacto, ligero y fácil de transportar que te ayudara en cualquier casa u oficina a tener tu teléfono siempre disponible.|new|8714545301820|Nokia|MPN_AC-5E_ES|https://www.maxmovil.com/media/catalog/product/a/c/ac-5e_ac5e.jpg|Accesorios > Cargadores|in stock|4|ES:::0|0.05||Accesorios > Cargadores|AC-5E_ES|unisex|adult||||7.26|https://tag.shopping-feed.com/v3/redirect/product/84dc5b5016ab6c7b0b15044f3295a5aff7072289|||ES::0:|||||Accesorios||||||
ACC38965201_ES|Funda Blackberry Hard Shell ACC-38965-201 negra|https://www.maxmovil.com/es/funda-blackberry-hard-shell-acc-38965-201-negra.html|12.00|La carcasa BlackBerry Hard Shell se acopla a la parte posterior de tu smartphone BlackBerry para protegerlo y mantener su buen aspecto. Además, tiene botones laterales de goma suave que facilitan el uso de las teclas de la cámara y las funciones que más utilizas. Por si fuera poco, puedes controlar las teclas de volumen, la clavija de conexión estéreo y el teclado, entre otras.|new|0843163087972|BlackBerry|MPN_ACC38965201_ES|https://www.maxmovil.com/media/catalog/product/f/u/funda-blackberry-hard-shell-acc-38965-201-negra-01.jpg|Accesorios > Fundas > Fundas rígidas|in stock|2|ES:::0|0.05||Accesorios > Fundas > Fundas rígidas|ACC38965201_ES|unisex|adult|Negro|||1.00|https://tag.shopping-feed.com/v3/redirect/product/5d280dbc92fe55633a0b69caf0b61332f4bea68b|||ES::0:|||||Accesorios||||||
ACC38965203_ES|Funda Blackberry Hard Shell ACC-38965-203 blanca|https://www.maxmovil.com/es/funda-blackberry-hard-shell-acc-38965-203-blanca.html|12.00|La carcasa BlackBerry Hard Shell se acopla a la parte posterior de tu smartphone BlackBerry para protegerlo y mantener su buen aspecto. Además, tiene botones laterales de goma suave que facilitan el uso de las teclas de la cámara y las funciones que más utilizas. Por si fuera poco, puedes controlar las teclas de volumen, la clavija de conexión estéreo y el teclado, entre otras.|new|0843163095014|BlackBerry|MPN_ACC38965203_ES|https://www.maxmovil.com/media/catalog/product/f/u/funda-blackberry-hard-shell-acc-38965-203-blanca-01.jpg|Accesorios > Fundas > Fundas rígidas|in stock|5|ES:::0|0.05||Accesorios > Fundas > Fundas rígidas|ACC38965203_ES|unisex|adult|Blanco|||3.63|https://tag.shopping-feed.com/v3/redirect/product/80fb2e3ac28db5ccf02dc7888391faa090fc42aa|||ES::0:|||||Accesorios||||||
ACC39461101_ES|Cargador de baterías ACC-39461-101 para EM1|https://www.maxmovil.com/es/cargador-de-baterias-acc-39461-101-para-em1.html|20.00|Utilice el Battery Charger Bundle con cualquier cargador de BlackBerry para suministrar energía a una batería de repuesto en su coche, en su casa o en la oficina, o directamente desde el ordenador. Tendrá la seguridad de saber que su batería adicional está cargada y lista siempre que la necesite.|new|0843163095083|BlackBerry|MPN_ACC39461101_ES|https://www.maxmovil.com/media/catalog/product/A/C/ACC39461101.jpg|Accesorios > Cargadores|in stock|2|ES:::0|0.05||Accesorios > Cargadores|ACC39461101_ES|unisex|adult||||18.15|https://tag.shopping-feed.com/v3/redirect/product/bd44681a56ae4759a8c24cd2af7e48d0b8a730d1|||ES::0:|||||Accesorios||||||
ACC39501201_ES|Cargador Blackberry ACC-39501-201|https://www.maxmovil.com/es/cargador-blackberry-acc-39501-201.html|19.00|Disfrutar siempre del máximo nivel de carga resulta sencillísimo con el cargador de red BlackBerry ACC-39501-201, que incluye un cable de datos y un adaptador de carga para que no te falte nunca energía o conectividad. Además, carga un smartphone BlackBerry el doble de rápido que los cargadores de smartphone BlackBerry normales.Compatible con los móviles smartphones Blackberry:BlackBerry PlayBook tabletBlackBerry Bold 9790BlackBerry Curve 9380BlackBerry Bold 9900/9930BlackBerry Torch 9860/9850BlackBerry Torch 9810BlackBerry Torch 9800BlackBerry Bold 9780BlackBerry Bold 9700BlackBerry Bold 9650BlackBerry Curve 9370/9360/9350BlackBerry Curve 3G 9300BlackBerry Curve 8900BlackBerry Curve 8500 seriesBlackBerry Tour 9630BlackBerry Style 9670BlackBerry Storm2 9550BlackBerry Storm 9530BlackBerry Pearl 3G 9100 seriesBlackBerry Pearl Flip 8200 seriesTambien compatible con otros móviles que dispongan de conector microUSB.|new|0843163090323|BlackBerry|MPN_ACC39501201_ES|https://www.maxmovil.com/media/catalog/product/c/a/cargador-blackberry-acc-39501-201-01.jpg|Accesorios > Cargadores|in stock|1|ES:::0|0.05||Accesorios > Cargadores|ACC39501201_ES|unisex|adult||||18.15|https://tag.shopping-feed.com/v3/redirect/product/50a2d940e0a020bb5d569e641570ec75858e87b3|||ES::0:|||||Accesorios||||||
ACC39508201_ES|Batería Blackberry E-M1|https://www.maxmovil.com/es/bateria-blackberry-e-m1.html|35.00|Siempre es buena idea tener a mano una batería de repuesto cargada. La batería BlackBerry está específicamente diseñada para tu smartphone BlackBerry, y te da la autonomía que necesitas para seguir comunicándote durante vuelos largos, reuniones e incluso cortes de electricidad.|new|0843163091061|BlackBerry|MPN_ACC39508201_ES|https://www.maxmovil.com/media/catalog/product/b/a/bater_a-blackberry-e-m1-01.jpg|Accesorios > Baterías|in stock|10|ES:::0|0.05||Accesorios > Baterías|ACC39508201_ES|unisex|adult||||15.13|https://tag.shopping-feed.com/v3/redirect/product/5a0baa483700b9c4a2e85707097466c59e627278|||ES::0:|||||Accesorios||||||
ACC49533202_ES|Funda Blackberry transform blanca para Z10|https://www.maxmovil.com/es/funda-blackberry-transform-blanca-para-z10.html|15.00|La funda Blackberry transform ACC-49533-202 protege tu teléfono móvil Blackberry Z10 de golpes y te permite ponerlo en posición horizontal para disfrutar de tus vídeos o fotos favoritas.Características:- Ajuste perfecto a tu smartphone Z10- Capaz de poner tu Blackberry en formato panorámico- Protector de pantalla incluido- Acceso a todos los botones y conectoresCompatible con los móviles Blackberry Z10|new|0843163067554|BlackBerry|MPN_ACC49533202_ES|https://www.maxmovil.com/media/catalog/product/a/c/acc49533202.jpg|Accesorios > Fundas > Otras fundas|in stock|4|ES:::0|0.05||Accesorios > Fundas > Otras fundas|ACC49533202_ES|unisex|adult|Blanco|||7.26|https://tag.shopping-feed.com/v3/redirect/product/d128df130f174676e7abd5fe686454eece076b40|||ES::0:|||||Accesorios||||||
